rate_unemployment,percent_college,percent_married,median_income,percent_lunch,state,average_act
0.09085357513221509,-0.7610188478492916,-1.3775160199142835,-0.40459550188347876,1.6539430138718407,PA,16.7826617826618
-0.1293848742749315,-0.7896747518291414,0.39283481031098727,-0.1565199912515149,-0.955663245217843,WI,21.6
-0.37067950370566316,0.6879295177142298,0.010842484909163404,0.40682674115632195,-1.149004873056266,LA,23.3
-0.10354849018636865,-0.5344316717527905,-0.41705487954181225,-0.40562674361374135,-0.5629102606037243,WI,22.7
-1.3708966343117437,0.703161010396661,0.8014925695153591,0.47596118675312465,-1.218190893867938,OH,23.0
-0.2758948355909241,1.2675391034281538,0.9982095687027872,0.9516111224194326,-1.0758553384098863,TX,21.6910866910867
-0.30933749879366557,0.07071341549301517,0.4346117769300778,0.003776223300499018,-0.6764720703551375,IL,21.1
4.65684361599142,0.25253080228498737,-2.5929676147611342,-1.0834413080807235,1.9571728228023704,MI,14.1
-0.2870141411166654,0.7624652605532277,0.24563804895829258,1.3366767844994762,-1.116651180810022,MA,21.3003663003663
0.6170105044566884,0.07351053454505738,-1.6048142359813824,-0.19880090219228028,1.4298384386131178,GA,16.4896214896215
0.49545538660920446,0.24870269967505934,-1.1355493041648879,-0.27857776244539273,1.5216358135020822,MA,16.025641025641
-0.6958815096776488,1.880788205813524,1.374720963994152,3.928146002980105,-1.6748758306855522,MA,24.7680097680098
-0.3840431386888959,0.25411052390900885,0.15998004307947394,0.18193354462066064,-0.7314823077243805,IL,21.0
-0.7905189546047763,0.2985717101186651,0.6071617146117183,0.17793232670724188,0.27708306665220456,MI,17.8
0.6799605768160019,-0.9921561940950014,-0.9200949568135064,-0.31768244885694935,0.5609135692142253,MI,18.4
-1.0360834982542528,-0.27358371827429656,0.7917596622137822,0.24483929016667744,-0.7639800849174674,MO,22.9
-0.7275577379310249,2.0485881996507866,-0.6292575449348894,1.4499896258207274,1.1563862905460958,NY,18.2967032967033
-0.6459500496442327,-0.22689878718326414,-0.5987613957880793,-0.10429791003101833,0.6104762308038832,TX,20.2991452991453
0.5967089466129432,0.5632394396889356,0.1664237283820657,-0.10000794443312605,0.5144536174166998,OH,21.0
-0.7204057032395447,-0.4202107407647098,0.942648884236681,0.6105176077177848,-0.4879202495042886,MA,21.1294261294261
0.21333709239585064,0.35022372653142075,-0.7875641277782301,-1.1868954784606645,0.40807519821845745,WA,21.7399267399267
0.6305187078066932,-1.9925558365353535,-2.5603412001330637,-1.3268556060919006,1.919648179860025,LA,15.4
-0.5658759712578583,1.1061955955528828,0.5294873276051468,-0.3284073628516801,0.16793260200319474,IL,19.4
0.2958325082084273,-0.9952112437306373,-0.406605037464501,-0.45421885394371364,-0.598264943433368,PA,20.6166056166056
-0.8615524203804563,0.781781383238334,0.7264430525821037,0.2663716174945599,-1.0306766258196056,WI,23.2
1.165761386833891,-1.1006436744672123,0.01663047866787945,-1.056422774747844,0.22112893486978744,TN,18.1
1.2098349272064732,-0.20413132130954043,-2.8620723586386956,-1.0861637862486166,1.3327070633359515,TN,16.4
-0.46325621011177964,-0.3033016762364858,-0.032923252433955545,0.3240799047200533,1.5192809232412379,OH,21.0
-1.3536553913144476,1.9077698927547484,1.49797509598622,3.8176793888343785,-1.2924344993029686,MA,23.3760683760684
0.47650960165034795,0.17067621638655286,0.5220180384368843,0.016481121417333884,-0.8027900926136127,NC,21.6178266178266
-0.7847640638409082,1.6313222414719486,-1.057846260569601,-0.07562938992971889,1.5281252238639491,MO,15.8
0.28516703144873046,0.8893960809070871,-0.6498250415332956,-0.07620688529866593,-1.316114193931806,TX,26.9413919413919
-0.4061576787455901,0.3882194730383476,-0.15180552648288903,-0.3800519487032296,-0.701836118781974,IN,21.9157509157509
-0.019569474556571473,-0.6390744226245153,0.646508905067129,0.01540863001786081,0.7380315841433388,OH,20.0
3.5914299216495764,0.2997755240513172,-3.274159749458846,-1.471683194689976,-1.334540242996748,MI,23.1
-0.7551284552486519,-0.33485419476204376,-0.9333976596122433,0.10083669495281213,0.731173643716559,TX,19.1514041514042
0.014740977088640927,-1.8253131855512783,0.11402305176764693,-0.38710564213822557,0.884688481568212,IL,17.1
-0.7448910460322666,-0.36622379370263286,1.1669835654148022,-0.006948690694231712,-0.009317618369985594,IN,20.5115995115995
-0.9754906769977796,2.115949856237912,1.552012218424791,1.7707470536015972,-1.2273273803312716,WA,24.8901098901099
-0.9457950204712376,0.14236516783270367,-0.10698481208897764,0.6822095328056387,-0.6545114899568759,TX,20.2258852258852
0.8617265329361123,-1.1797217937506808,-2.0827267053404843,-1.141892089352006,2.1123082351964184,TN,13.9
-0.10492052380719837,-0.1816736051828568,0.33551781387949986,-0.6226412533301966,-0.7899523084501812,MI,20.7
-0.998134114182874,0.36548941295711335,0.6089815390041027,1.1875179806342981,-1.3297179325854065,PA,22.8876678876679
-0.36350594294014854,0.18324463872112062,-0.518298306403633,0.4413527142855128,-1.0140632710885793,IN,22.2405372405372
-0.6254078507021731,0.9797712533949002,0.6765624760376152,1.2854859450092422,-1.4573986808060264,NJ,20.982905982906
-0.1363966415128544,0.6080845528974193,0.5965007654914843,-0.06828694881024938,0.8819135078118348,WA,19.1514041514042
0.6720404541351788,-0.27256866553958636,0.36818051422018905,0.40666174247947995,1.5236173500505654,NY,15.4639804639805
-0.16584158266817883,0.21705147989206597,-0.1734261873848204,-0.09122176489128894,-0.31991086448838096,OH,21.0
-1.3912255790082297,2.1831148236762274,0.9283077854989431,1.848255182048132,-1.7659515513346689,OH,27.0
-0.04239702839623121,-0.013576970450717233,-0.607994707871756,-0.28625020091854625,0.20340472835260426,NC,19.5421245421245
0.40135171973046746,-0.5093409538070092,0.1288584094089902,-0.32432364559984034,0.6607854225625797,WI,21.5
-0.01767921097356703,1.1207685587109615,0.586484097818775,0.6575009809485475,-0.548312688456778,NC,20.1526251526252
0.520787813458037,0.45365012326963683,-0.8733311444712013,-0.45413635460529267,-1.1498596261420213,IN,22.7582417582418
-0.5768993813304145,0.8074492963065472,-2.378679551927838,-0.012847393391333613,-1.0841909534612608,TN,27.4
-0.030094942253686426,-1.0732599808055072,0.5411513369933357,-0.5601067548070744,1.5075517582881897,OH,16.0
-1.0153457615645898,0.5518072377817398,0.5748481533218245,0.8748042383494763,-0.47586718782731113,TX,20.7631257631258
